.id,formula,exportDate,dic,cpo,cpoFail
timing_st,iid,2017-10-21,125086.73865417046,-62560.785882726246,0
mag_st,iid,2017-10-21,66965.97590465422,-33495.814416977846,0
timing_reg,iid,2017-10-21,127395.37260542781,-63710.30693199045,0
mag_reg,iid,2017-10-21,72669.87951869519,-36362.10239369415,0
